code,企業名,翌1M収益率
8114,デサント,10.12507445
8118,キング,3.311258278
8125,ワキタ,-2.693602694
8127,ヤマトインターナショナル,-1.453957997
8129,東邦ホールディングス,6.783719074
8130,サンゲツ,2.586206897
8131,ミツウロコグループホールディングス,9.328358209
8132,シナネンホールディングス,8.590138675
8133,伊藤忠エネクス,7.507507508
8136,サンリオ,4.345576824
8137,サンワテクノス,-14.06663141
8140,リョーサン,6.388526728
8141,新光商事,8.054452638
8142,トーホー,11.04502974
8150,三信電気,1.973382285
8151,東陽テクニカ,1.664932362
8153,モスフードサービス,4.574132492
8154,加賀電子,-1.848495832
8155,三益半導体工業,0.36344756
8158,ソーダニッカ,-4.057591623
8159,立花エレテック,-0.711912672
8160,木曽路,3.424408015
8163,SRSホールディングス,1.778242678
8165,千趣会,-3.535353535
8166,タカキュー,1.904761905
8168,ケーヨー,2.697841727
8173,上新電機,16.6023166
8174,日本瓦斯,8.651911469
8179,ロイヤルホールディングス,2.549087151
8181,東天紅,9.750692521
8182,いなげや,-0.274876306
8184,島忠,3.970588235
8185,チヨダ,-1.572444777
8194,ライフコーポレーション,-6.816632584
8200,リンガーハット,7.561665993
8201,さが美グループホールディングス,-2.459016393
8203,MrMaxHD,8.309037901
8207,テンアライド,0.847457627
8214,ＡＯＫＩホールディングス,2.946593002
8217,オークワ,8.348623853
8218,コメリ,3.175723359
8219,青山商事,0.596658711
8227,しまむら,-4.207362885
8230,はせがわ,1.875
8233,高島屋,-7.933398629
8237,松屋,-7.01986755
8242,エイチ・ツー・オー リテイリング,6.166495375
8244,近鉄百貨店,1.694915254
8251,パルコ,-3.856942496
8252,丸井グループ,4.935424354
8253,クレディセゾン,12.36405266
8255,アクシアル　リテイリング,10.25957973
8260,井筒屋,-6.382978723
8267,イオン,15.16188471
8273,イズミ,-0.41322314
8274,東武ストア,2.261221735
8275,フォーバル,-4.956896552
8276,平和堂,1.438010105
8278,フジ,5.749668288
8279,ヤオコー,6.108202443
8281,ゼビオホールディングス,-2.039848197
8282,ケーズホールディングス,7.545887152
8283,ＰＡＬＴＡＣ,-3.859649123
8285,三谷産業,3.393665158
8289,Ｏｌｙｍｐｉｃグループ,0.896057348
8291,日産東京販売ホールディングス,-7.009345794
8303,新生銀行,4.400977995
8304,あおぞら銀行,4.486422668
8306,三菱ＵＦＪフィナンシャル・グループ,5.193687231
8308,りそなホールディングス,10.78291815
8309,三井住友トラスト・ホールディングス,7.870907824
8316,三井住友フィナンシャルグループ,2.063705698
8324,第四銀行,4.468085106
8325,北越銀行,4.698275862
8331,千葉銀行,3.391812865
8334,群馬銀行,5.960264901
8336,武蔵野銀行,8.643815201
8337,千葉興業銀行,10.43478261
8338,筑波銀行,8.571428571
8341,七十七銀行,8.143712575
8342,青森銀行,6.055900621
8343,秋田銀行,5.342706503
8344,山形銀行,2.718776551
8345,岩手銀行,1.90023753
8346,東邦銀行,4.422604423
8349,東北銀行,1.395673412
8350,みちのく銀行,1.83908046
8354,ふくおかフィナンシャルグループ,2.268760908
8355,静岡銀行,10.53677932
8356,十六銀行,1.975308642
8358,スルガ銀行,1.293396869
8359,八十二銀行,1.578947368
8360,山梨中央銀行,10.50228311
8361,大垣共立銀行,3.211351755
8362,福井銀行,5.836909871
8363,北國銀行,5.683192261
8364,清水銀行,4.089219331
8365,富山銀行,3.65535248
8366,滋賀銀行,3.358208955
8367,南都銀行,5.9972106
8368,百五銀行,1.590457256
8369,京都銀行,10.77441077
8370,紀陽銀行,5.627962085
8374,三重銀行,NA
8377,ほくほくフィナンシャルグループ,12.4047124
8379,広島銀行,4.119850187
8381,山陰合同銀行,9.447983015
8382,中国銀行,1.436552275
8383,鳥取銀行,1.519579193
8385,伊予銀行,8.239700375
8386,百十四銀行,2.493074792
8387,四国銀行,6.742323097
8388,阿波銀行,4.985337243
8392,大分銀行,2.292993631
8393,宮崎銀行,7.26172466
8395,佐賀銀行,7.718696398
8396,十八銀行,6.227106227
8397,沖縄銀行,2.449888641
8399,琉球銀行,3.836633663
8410,セブン銀行,8.554572271
8411,みずほフィナンシャルグループ,3.657262278
8416,高知銀行,-0.921658986
8418,山口フィナンシャルグループ,6.211180124
8423,アクリーティブ,1.791044776
8424,芙蓉総合リース,3.626220363
8425,興銀リース,0.833333333
8439,東京センチュリー,3.793626707
8473,ＳＢＩホールディングス,13.72790793
8511,日本証券金融,10.26033691
8515,アイフル,5.113636364
8518,日本アジア投資,-1.11E-14
8521,長野銀行,-0.432198811
8522,名古屋銀行,3.034134008
8524,北洋銀行,4.225352113
8527,愛知銀行,-2.425373134
8529,第三銀行,NA
8530,中京銀行,1.116358952
8537,大光銀行,6.311111111
8541,愛媛銀行,4.682539683
8542,トマト銀行,0.06557377
8543,みなと銀行,NA
8544,京葉銀行,5.473684211
8545,関西アーバン銀行,NA
8550,栃木銀行,1.219512195
8551,北日本銀行,-3.834510595
8558,東和銀行,4.282655246
8562,福島銀行,4.798962387
8563,大東銀行,5.292702486
8566,リコーリース,3.835227273
8570,イオンフィナンシャルサービス,4.948875256
8572,アコム,4.641350211
8584,ジャックス,6.255355613
8585,オリエントコーポレーション,1.19760479
8586,日立キャピタル,9.287579261
8589,アプラスフィナンシャル,4.424778761
8591,オリックス,2.531308287
8593,三菱ＵＦＪリース,11.69871795
8595,ジャフコ,-4.563492063
8596,九州リースサービス,-4.63980464
8600,トモニホールディングス,3.382663848
8601,大和証券グループ本社,-0.884043023
8604,野村ホールディングス,2.730375427
8609,岡三証券グループ,-1.41509434
8613,丸三証券,3.468780971
8614,東洋証券,-1.365187713
8616,東海東京フィナンシャル・ホールディングス,8.163265306
8617,光世証券,1.282051282
8622,水戸証券,1.193317422
8624,いちよし証券,7.865168539
8628,松井証券,10.78838174
8630,SOMPOホールディングス,7.192900514
8692,だいこう証券ビジネス,-9.722222222
8697,日本取引所グループ,3.045685279
8698,マネックスグループ,80.34682081
8703,カブドットコム証券,9.016393443
8706,極東証券,2.145643693
8707,岩井コスモホールディングス,9.312320917
8708,藍澤證券,0
8713,フィデアホールディングス,-1.030927835
8714,池田泉州ホールディングス,8
8715,アニコム ホールディングス,-19.19191919
8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,9.448584203
8729,ソニーフィナンシャルホールディングス,3.254132231
8732,マネーパートナーズグループ,5.023923445
8742,小林洋行,4.285714286
8750,第一生命ホールディングス,11.91763192
8766,東京海上ホールディングス,9.229144667
8769,アドバンテッジリスクマネジメント,-2.838892832
8771,イー・ギャランティ,1.200369344
8772,アサックス,4.730462046
8793,ＮＥＣキャピタルソリューション,1.999024866
8795,Ｔ＆Ｄホールディングス,10.09771987
8798,アドバンスクリエイト,3.382130237
8801,三井不動産,8.909548712
8802,三菱地所,11.34278565
8803,平和不動産,25.17073171
8804,東京建物,3.992514036
8806,ダイビル,5.839416058
8818,京阪神ビルディング,4.489337823
8830,住友不動産,10.52096569
8835,太平洋興発,1.262135922
8840,大京,10.77566187
8841,テーオーシー,12.13872832
8842,東京楽天地,7.450980392
8848,レオパレス２１,7.215332582
8850,スターツコーポレーション,4.562737643
8860,フジ住宅,0.666666667
8864,空港施設,4.44E-14
8869,明和地所,0.399467377
8871,ゴールドクレスト,2.330694811
8876,リログループ,-16.29327902
8877,日本エスリード,-8.071135431
8881,日神不動産,7.310704961
8892,日本エスコン,-6.474103586
8897,タカラレーベン,1.086956522
8904,サンヨーハウジング名古屋,-4.385964912
8905,イオンモール,-0.538116592
8917,ファースト住建,-1.354079064
8918,ランド,-1.11E-14
8919,カチタス,8.895705521
8920,東祥,-2.187120292
8923,トーセイ,5.91949487
8928,穴吹興産,3.267973856
8933,エヌ・ティ・ティ都市開発,-0.692307692
8934,サンフロンティア不動産,13.05460751
8935,エフ・ジェー・ネクスト,-0.11627907
8940,インテリックス,0
8944,ランドビジネス,-1.194029851
8999,グランディハウス,9.090909091
9001,東武鉄道,8.892355694
9003,相鉄ホールディングス,11.03253182
9005,東京急行電鉄,11.03739445
9006,京浜急行電鉄,8.486486486
9007,小田急電鉄,9.660938226
9008,京王電鉄,10.2310231
9009,京成電鉄,9.174311927
9010,富士急行,9.218077475
9014,新京成電鉄,1.171171171
9020,東日本旅客鉄道,6.367876698
9021,西日本旅客鉄道,4.292827345
9022,東海旅客鉄道,9.14058619
9024,西武ホールディングス,-0.161987041
9025,鴻池運輸,4.071661238
9031,西日本鉄道,9.352517986
9037,ハマキョウレックス,6.56424581
9039,サカイ引越センター,8.608058608
9041,近鉄グループホールディングス,7.478890229
9042,阪急阪神ホールディングス,9.37896071
9044,南海電気鉄道,9.339834959
9045,京阪ホールディングス,7.926829268
9046,神戸電鉄,3.641092328
9048,名古屋鉄道,6.491097923
9052,山陽電気鉄道,6.103108415
9058,トランコム,12.77173913
9062,日本通運,16.15168539
9064,ヤマトホールディングス,5.583661233
9065,山九,0.948766603
9066,日新,1.355690332
9067,丸運,-0.295857988
9068,丸全昭和運輸,1.568627451
9069,センコーグループホールディングス,1.690821256
9070,トナミホールディングス,9.697933227
9072,ニッコンホールディングス,4.623655914
9074,日本石油輸送,3.400309119
9075,福山通運,-2.555910543
9076,セイノーホールディングス,4.851889683
9078,エスライン,-9.290416971
9081,神奈川中央交通,-3.520208605
9086,日立物流,-1.973244147
9090,丸和運輸機関,1.105845182
9099,Ｃ＆Ｆロジホールディングス,0.666666667
9101,日本郵船,8.659217877
9104,商船三井,6.045751634
9107,川崎汽船,1.443464314
9110,NS ユナイテッド海運,5.299539171
9115,明治海運,0.46728972
9119,飯野海運,7.072691552
9130,共栄タンカー,0.869092884
9142,九州旅客鉄道,6.042296073
9143,SGホールディングス,5.247311828
9201,日本航空,0.653900047
9202,ＡＮＡホールディングス,5.390966489
9232,パスコ,1.253918495
9260,西本Wismettacホールディングス,-4.731861199
9265,ヤマシタヘルスケアホールディングス,5.473965287
9267,Genky DrugStores,13.21003963
9301,三菱倉庫,12.03539823
9302,三井倉庫ホールディングス,5.325443787
9303,住友倉庫,4.305555556
9304,澁澤倉庫,2.937915743
9305,ヤマタネ,4.774678112
9306,東陽倉庫,-0.269541779
9308,乾汽船,-4.446978335
9310,日本トランスシティ,7.872340426
9312,ケイヒン,-0.659472422
9319,中央倉庫,0.805729633
9322,川西倉庫,12.67217631
9324,安田倉庫,-1.673228346
9351,東洋埠頭,0.116482236
9358,宇徳,1.50862069
9364,上組,3.956228956
9366,サンリツ,3.957783641
9368,キムラユニティー,4.132973944
9369,キユーソー流通システム,5.540897098
9375,近鉄エクスプレス,2.152152152
9380,東海運,-0.248138958
9381,エーアイテイー,3.537532355
9384,内外トランスライン,-2.651113468
9386,日本コンセプト,-0.738255034
9401,東京放送ホールディングス,7.842268498
9404,日本テレビホールディングス,1.803713528
9405,朝日放送グループホールディングス,0.340909091
9409,テレビ朝日ホールディングス,10.81430418
9412,スカパーＪＳＡＴホールディングス,4.393305439
9413,テレビ東京ホールディングス,6.86695279
9414,日本ＢＳ放送,13.96825397
9416,ビジョン,-10.32531825
9418,USEN-NEXT HOLDINGS,3.085714286
9419,ワイヤレスゲート,-0.553250346
9422,コネクシオ,7.275132275
9424,日本通信,1.694915254
9428,クロップス,-2.519167579
9432,日本電信電話,6.224489796
9433,ＫＤＤＩ,8.117062396
9435,光通信,4.409171076
9437,ＮＴＴドコモ,4.362230812
9438,エムティーアイ,-0.455927052
9449,ＧＭＯインターネット,-5.972935138
9466,アイドママーケティングコミュニケーション,-5.923836389
9468,カドカワ,2.073940487
9470,学研ホールディングス,3.649635036
9474,ゼンリン,-1.602136182
9475,昭文社,8.160621762
9479,インプレスホールディングス,-9.777777778
9501,東京電力ホールディングス,27.07317073
9502,中部電力,14.00532269
9503,関西電力,11.92392099
9504,中国電力,6.864274571
9505,北陸電力,23.5619469
9506,東北電力,-0.703729768
9507,四国電力,10.22187005
9508,九州電力,6.624605678
9509,北海道電力,4.160688666
9511,沖縄電力,8.823529412
9513,電源開発,11.0365399
9514,エフオン,11.43905197
9517,イーレックス,4.945717732
9519,レノバ,12.89009498
9531,東京瓦斯,3.916356548
9532,大阪瓦斯,12.12193379
9533,東邦瓦斯,1.529051988
9534,北海道瓦斯,-0.334448161
9535,広島ガス,-1.57480315
9536,西部瓦斯,7.373774065
9543,静岡ガス,3.448275862
9551,メタウォーター,-3.007518797
9600,アイネット,2.509179927
9601,松竹,6.560636183
9602,東宝,3.682719547
9603,エイチ・アイ・エス,3.756476684
9605,東映,6.131260794
9612,ラックランド,10.16088061
9613,エヌ・ティ・ティ・データ,4.151943463
9616,共立メンテナンス,1.571709234
9619,イチネンホールディングス,-1.993355482
9621,建設技術研究所,5.255579554
9622,スペース,1.836734694
9624,長大,-7.878787879
9627,アインホールディングス,-7.553143374
9628,燦ホールディングス,14.5679969
9629,ピー・シー・エー,1.156737999
9632,スバル興業,5.722891566
9633,東京テアトル,2.594670407
9644,タナベ経営,16.48293963
9658,ビジネスブレイン太田昭和,13.86762719
9663,ナガワ,5.044843049
9671,よみうりランド,5.654101996
9672,東京都競馬,6.988564168
9675,常磐興産,0.575614861
9678,カナモト,6.662743252
9681,東京ドーム,5.034550839
9682,ＤＴＳ,7.880434783
9684,スクウェア・エニックス・ホールディングス,-6.36550308
9692,シーイーシー,-5.056179775
9697,カプコン,-8.525445846
9699,西尾レントオール,0.153609831
9702,アイ・エス・ビー,-14.625132
9704,アゴーラ・ホスピタリティー・グループ,-2.777777778
9706,日本空港ビルデング,10.57810578
9715,トランスコスモス,10.42274052
9716,乃村工藝社,-4.260869565
9717,ジャステック,-9.926470588
9719,ＳＣＳＫ,2.067464635
9722,藤田観光,3.75
9726,ＫＮＴ－ＣＴホールディングス,1.607347876
9728,日本管財,-0.66539924
9729,トーカイ,10.33557047
9731,白洋舎,2.903225806
9735,セコム,3.560606061
9739,日本システムウエア,-15.79128047
9740,セントラル警備保障,31.64049449
9742,アイネス,6.227436823
9743,丹青社,0.153846154
9744,メイテック,2.037351443
9746,ＴＫＣ,1.03926097
9749,富士ソフト,-0.58685446
9755,応用地質,5.648957633
9757,船井総研ホールディングス,12.51646904
9759,ＮＳＤ,5.389221557
9760,進学会ホールディングス,4.682274247
9763,丸紅建材リース,0.858369099
9765,オオバ,-0.931677019
9766,コナミホールディングス,-3.756708408
9768,いであ,1.699716714
9769,学究社,4.049295775
9783,ベネッセホールディングス,3.501945525
9787,イオンディライト,-0.38961039
9788,ナック,-4.29769392
9790,福井コンピュータホールディングス,-8.743633277
9792,ニチイ学館,-5.196982397
9793,ダイセキ,16.82082905
9795,ステップ,4.996953077
9810,日鉄住金物産,2.037351443
9824,泉州電業,-0.298209317
9828,元気寿司,-4.877228389
9830,トラスコ中山,9.139173303
9831,ヤマダ電機,-10.03134796
9832,オートバックスセブン,3.811434303
9837,モリト,2.581926514
9842,アークランドサカモト,-2.429378531
9843,ニトリホールディングス,-1.72826376
9850,グルメ杵屋,0.603448276
9854,愛眼,-6.708595388
9856,ケーユーホールディングス,11.76470588
9861,吉野家ホールディングス,-4.688232536
9869,加藤産業,8.322147651
9880,イノテック,4.631083203
9882,イエローハット,3.169572108
9887,松屋フーズ,0.262123198
9889,ＪＢＣＣホールディングス,-0.751173709
9896,ＪＫホールディングス,1.950162514
9900,サガミチェーン,2.10755814
9902,日伝,3.625954198
9919,関西スーパーマーケット,4.694419841
9928,ミロク情報サービス,-1.886792453
9930,北沢産業,-5.901639344
9932,杉本商事,11.30155329
9934,因幡電機産業,-0.425079702
9936,王将フードサービス,4.562737643
9945,プレナス,-8.575581395
9946,ミニストップ,4.222120239
9948,アークス,16.55629139
9956,バローホールディングス,6.076388889
9957,バイテックホールディングス,17.77879342
9960,東テク,8.474576271
9962,ミスミグループ本社,3.731598768
9966,藤久,0.666666667
9972,アルテック,-4.266666667
9974,ベルク,-3.758169935
9979,大庄,2.252519265
9982,タキヒヨー,0.768245839
9983,ファーストリテイリング,11.49398705
9984,ソフトバンクグループ,6.93081761
9986,蔵王産業,-1.33178923
9987,スズケン,7.167235495
9989,サンドラッグ,14.54730417
9990,サックスバー　ホールディングス,2.716914987
9991,ジェコス,-0.452079566
9993,ヤマザワ,1.306076093
9994,やまや,16.09375
9995,ルネサスイーストン,-0.71942446
9997,ベルーナ,1.030927835
